whc,exp_runoff,exp_et,beta,delta,sum_correlation,n_variables,sm_corr,sm_rmse,sm_nse,sm_bias,ro_corr,ro_rmse,ro_nse,ro_bias,et_corr,et_rmse,et_nse,et_bias
210.0,2.0,0.2,0.4,0.2,0.8032921437546472,3,-0.3327205213450934,185.76247667851453,-44.35627255926633,-178.42172229191405,0.26283526951997926,1.0269594432917595,-7.887611779987742,0.7532503035471348,0.8731773955797614,0.553574406717133,0.46556780762062977,-0.2741091807548067
210.0,2.0,0.2,0.4,0.4,0.7223112114664667,3,-0.3327205213450934,185.76247667851453,-44.35627255926633,-178.42172229191405,0.18185433723179867,1.3098232680373862,-13.457855922664312,0.7535370259960528,0.8731773955797614,0.553574406717133,0.46556780762062977,-0.2741091807548067
210.0,2.0,0.2,0.4,0.8,0.650242398088083,3,-0.3327205213450934,185.76247667851453,-44.35627255926633,-178.42172229191405,0.10978552385341507,2.120152008334928,-36.88021973724025,0.7541104708938889,0.8731773955797614,0.553574406717133,0.46556780762062977,-0.2741091807548067
210.0,2.0,0.2,0.6,0.2,0.7384167719791557,3,-0.3336261431047479,198.61095226366274,-50.84749262307074,-186.70562278731597,0.20478476367416978,0.8460613000928054,-5.032289154660715,0.5297150064804703,0.8672581514097338,0.8502278951982739,-0.2606986955639885,-0.06035228266409818
210.0,2.0,0.2,0.6,0.4,0.6817726785816575,3,-0.3336261431047479,198.61095226366274,-50.84749262307074,-186.70562278731597,0.14814067027667158,1.0901905213042145,-9.015745805289905,0.5300547488327125,0.8672581514097338,0.8502278951982739,-0.2606986955639885,-0.06035228266409818
210.0,2.0,0.2,0.6,0.8,0.6260299805243112,3,-0.3336261431047479,198.61095226366274,-50.84749262307074,-186.70562278731597,0.09239797221932532,1.7823656687772997,-25.77146312738528,0.5307342335371971,0.8672581514097338,0.8502278951982739,-0.2606986955639885,-0.06035228266409818
210.0,2.0,0.2,0.8,0.2,0.6359033199180555,3,-0.33774029218539914,213.31949588322598,-58.81119348194815,-196.00089011009348,0.11537307309343166,0.7752853882594524,-4.065259365867054,0.3406785528198395,0.8582705390100229,1.246083288038292,-1.7079132487438629,0.12470375708795822
210.0,2.0,0.2,0.8,0.4,0.6129408018052604,3,-0.33774029218539914,213.31949588322598,-58.81119348194815,-196.00089011009348,0.0924105549806366,0.9819108774640788,-7.12498621075464,0.34108292397937284,0.8582705390100229,1.246083288038292,-1.7079132487438629,0.12470375708795822
210.0,2.0,0.2,0.8,0.8,0.5839052207094709,3,-0.33774029218539914,213.31949588322598,-58.81119348194815,-196.00089011009348,0.06337497388484717,1.5784995435972864,-19.997491382675005,0.3418916662984397,0.8582705390100229,1.246083288038292,-1.7079132487438629,0.12470375708795822
210.0,2.0,0.5,0.4,0.2,0.7771829065968081,3,-0.34752736183009,183.31483061842312,-43.168899114746225,-176.16873550524284,0.2624327174670188,1.0640465584414784,-8.541128679228406,0.7893533004289808,0.8622775509598792,0.5615030932921725,0.45014913784511834,-0.3088227580063862
210.0,2.0,0.5,0.4,0.4,0.6961226218313379,3,-0.34752736183009,183.31483061842312,-43.168899114746225,-176.16873550524284,0.18137243270154862,1.3527896532332961,-14.42194096131609,0.7896248383585068,0.8622775509598792,0.5615030932921725,0.45014913784511834,-0.3088227580063862
210.0,2.0,0.5,0.4,0.8,0.6242283776000108,3,-0.34752736183009,183.31483061842312,-43.168899114746225,-176.16873550524284,0.10947818847022162,2.1826882254362374,-39.14781383486534,0.7901679142175592,0.8622775509598792,0.5615030932921725,0.45014913784511834,-0.3088227580063862
210.0,2.0,0.5,0.6,0.2,0.7117223230821514,3,-0.3560257066757062,192.45459675321817,-47.68306898111307,-181.13274552555777,0.21841070050118394,0.897402503660729,-5.786612365200014,0.6039223530211882,0.8493373292566737,0.7976454078316716,-0.10958440098413957,-0.13327547349651203
210.0,2.0,0.5,0.6,0.4,0.6477522259029547,3,-0.3560257066757062,192.45459675321817,-47.68306898111307,-181.13274552555777,0.15444060332198714,1.1543455764367452,-10.22923514992196,0.6042167976715106,0.8493373292566737,0.7976454078316716,-0.10958440098413957,-0.13327547349651203
210.0,2.0,0.5,0.6,0.8,0.5882371492745844,3,-0.3560257066757062,192.45459675321817,-47.68306898111307,-181.13274552555777,0.09492552669361683,1.8840458370983115,-28.913099772100118,0.6048056869721553,0.8493373292566737,0.7976454078316716,-0.10958440098413957,-0.13327547349651203
210.0,2.0,0.5,0.8,0.2,0.6205003907693001,3,-0.36606653928858207,201.6603097067267,-52.451787204040954,-185.44777062487503,0.1532023113212822,0.8121057375874772,-4.557809388062673,0.45532263991546945,0.8333646187366,1.128112816267433,-1.2194515580191547,0.009340918367955982
210.0,2.0,0.5,0.8,0.4,0.5823227169792093,3,-0.36606653928858207,201.6603097067267,-52.451787204040954,-185.44777062487503,0.11502463753119148,1.0410995571397366,-8.134042202298984,0.4556385168877451,0.8333646187366,1.128112816267433,-1.2194515580191547,0.009340918367955982
210.0,2.0,0.5,0.8,0.8,0.5416585552594007,3,-0.36606653928858207,201.6603097067267,-52.451787204040954,-185.44777062487503,0.07436047581138272,1.693759636929614,-23.175866500288244,0.45627027083229627,0.8333646187366,1.128112816267433,-1.2194515580191547,0.009340918367955982
210.0,2.0,0.8,0.4,0.2,0.7545383466449229,3,-0.3594565332795551,181.41192246392663,-42.256663930333616,-174.41385253972294,0.26210204544314886,1.095055823794277,-9.105341829764875,0.8183582430480832,0.8518928344813291,0.5733998110153925,0.4266026320556062,-0.33663550982343926
